state,district,block,year,recharge_mm,extraction_mcm,stage_percent,category
Rajasthan,Jodhpur,Block-1,2013,170,148,87.06,Semi-Critical
Rajasthan,Jodhpur,Block-2,2013,124,191,154.03,Over-Exploited
Rajasthan,Jodhpur,Block-3,2013,125,134,107.2,Over-Exploited
Rajasthan,Jodhpur,Block-1,2014,193,220,113.99,Over-Exploited
Rajasthan,Jodhpur,Block-2,2014,218,267,122.48,Over-Exploited
Rajasthan,Jodhpur,Block-3,2014,124,135,108.87,Over-Exploited
Rajasthan,Jodhpur,Block-1,2015,124,133,107.26,Over-Exploited
Rajasthan,Jodhpur,Block-2,2015,112,129,115.18,Over-Exploited
Rajasthan,Jodhpur,Block-3,2015,246,200,81.3,Semi-Critical
Rajasthan,Jodhpur,Block-1,2016,122,118,96.72,Critical
Rajasthan,Jodhpur,Block-2,2016,221,134,60.63,Safe
Rajasthan,Jodhpur,Block-3,2016,133,216,162.41,Over-Exploited
Rajasthan,Jodhpur,Block-1,2017,109,252,231.19,Over-Exploited
Rajasthan,Jodhpur,Block-2,2017,226,119,52.65,Safe
Rajasthan,Jodhpur,Block-3,2017,164,223,135.98,Over-Exploited
Rajasthan,Jodhpur,Block-1,2018,112,257,229.46,Over-Exploited
Rajasthan,Jodhpur,Block-2,2018,244,172,70.49,Semi-Critical
Rajasthan,Jodhpur,Block-3,2018,224,235,104.91,Over-Exploited
Rajasthan,Jodhpur,Block-1,2019,101,234,231.68,Over-Exploited
Rajasthan,Jodhpur,Block-2,2019,192,190,98.96,Critical
Rajasthan,Jodhpur,Block-3,2019,107,159,148.6,Over-Exploited
Rajasthan,Jodhpur,Block-1,2020,148,237,160.14,Over-Exploited
Rajasthan,Jodhpur,Block-2,2020,112,192,171.43,Over-Exploited
Rajasthan,Jodhpur,Block-3,2020,121,259,214.05,Over-Exploited
Rajasthan,Jodhpur,Block-1,2021,100,107,107.0,Over-Exploited
Rajasthan,Jodhpur,Block-2,2021,126,181,143.65,Over-Exploited
Rajasthan,Jodhpur,Block-3,2021,201,162,80.6,Semi-Critical
Rajasthan,Jodhpur,Block-1,2022,109,221,202.75,Over-Exploited
Rajasthan,Jodhpur,Block-2,2022,201,215,106.97,Over-Exploited
Rajasthan,Jodhpur,Block-3,2022,115,96,83.48,Semi-Critical
Sikkim,Gangtok,Block-1,2000,211,145,68.72,Safe
Sikkim,Gangtok,Block-2,2000,194,260,134.02,Over-Exploited
Sikkim,Gangtok,Block-3,2000,158,263,166.46,Over-Exploited
Sikkim,Gangtok,Block-1,2001,160,80,50.0,Safe
Sikkim,Gangtok,Block-2,2001,133,181,136.09,Over-Exploited
Sikkim,Gangtok,Block-3,2001,190,142,74.74,Semi-Critical
Sikkim,Gangtok,Block-1,2002,164,257,156.71,Over-Exploited
Sikkim,Gangtok,Block-2,2002,127,146,114.96,Over-Exploited
Sikkim,Gangtok,Block-3,2002,134,236,176.12,Over-Exploited
Sikkim,Gangtok,Block-1,2003,156,192,123.08,Over-Exploited
Sikkim,Gangtok,Block-2,2003,171,168,98.25,Critical
Sikkim,Gangtok,Block-3,2003,148,91,61.49,Safe
Sikkim,Gangtok,Block-1,2004,173,169,97.69,Critical
Sikkim,Gangtok,Block-2,2004,227,188,82.82,Semi-Critical
Sikkim,Gangtok,Block-3,2004,187,248,132.62,Over-Exploited
Sikkim,Gangtok,Block-1,2005,130,119,91.54,Critical
Sikkim,Gangtok,Block-2,2005,199,120,60.3,Safe
Sikkim,Gangtok,Block-3,2005,161,238,147.83,Over-Exploited
Sikkim,Gangtok,Block-1,2006,102,218,213.73,Over-Exploited
Sikkim,Gangtok,Block-2,2006,213,264,123.94,Over-Exploited
Sikkim,Gangtok,Block-3,2006,229,135,58.95,Safe
Sikkim,Gangtok,Block-1,2007,208,217,104.33,Over-Exploited
Sikkim,Gangtok,Block-2,2007,172,150,87.21,Semi-Critical
Sikkim,Gangtok,Block-3,2007,134,259,193.28,Over-Exploited
Sikkim,Gangtok,Block-1,2008,145,99,68.28,Safe
Sikkim,Gangtok,Block-2,2008,152,261,171.71,Over-Exploited
Sikkim,Gangtok,Block-3,2008,187,81,43.32,Safe
Sikkim,Gangtok,Block-1,2009,214,109,50.93,Safe
Sikkim,Gangtok,Block-2,2009,120,121,100.83,Over-Exploited
Sikkim,Gangtok,Block-3,2009,157,141,89.81,Semi-Critical
Sikkim,Gangtok,Block-1,2010,125,169,135.2,Over-Exploited
Sikkim,Gangtok,Block-2,2010,166,80,48.19,Safe
Sikkim,Gangtok,Block-3,2010,122,206,168.85,Over-Exploited
Sikkim,Gangtok,Block-1,2011,185,136,73.51,Semi-Critical
Sikkim,Gangtok,Block-2,2011,198,175,88.38,Semi-Critical
Sikkim,Gangtok,Block-3,2011,236,213,90.25,Critical
Sikkim,Gangtok,Block-1,2012,225,263,116.89,Over-Exploited
Sikkim,Gangtok,Block-2,2012,208,233,112.02,Over-Exploited
Sikkim,Gangtok,Block-3,2012,123,137,111.38,Over-Exploited
Sikkim,Gangtok,Block-1,2013,117,262,223.93,Over-Exploited
Sikkim,Gangtok,Block-2,2013,115,256,222.61,Over-Exploited
Sikkim,Gangtok,Block-3,2013,121,195,161.16,Over-Exploited
Sikkim,Gangtok,Block-1,2014,159,204,128.3,Over-Exploited
Sikkim,Gangtok,Block-2,2014,249,222,89.16,Semi-Critical
Sikkim,Gangtok,Block-3,2014,106,245,231.13,Over-Exploited
Sikkim,Gangtok,Block-1,2015,180,203,112.78,Over-Exploited
Sikkim,Gangtok,Block-2,2015,211,152,72.04,Semi-Critical
Sikkim,Gangtok,Block-3,2015,225,222,98.67,Critical
Sikkim,Gangtok,Block-1,2016,250,133,53.2,Safe
Sikkim,Gangtok,Block-2,2016,176,93,52.84,Safe
Sikkim,Gangtok,Block-3,2016,118,231,195.76,Over-Exploited
Sikkim,Gangtok,Block-1,2017,163,210,128.83,Over-Exploited
Sikkim,Gangtok,Block-2,2017,192,107,55.73,Safe
Sikkim,Gangtok,Block-3,2017,169,245,144.97,Over-Exploited
Sikkim,Gangtok,Block-1,2018,238,156,65.55,Safe
Sikkim,Gangtok,Block-2,2018,204,202,99.02,Critical
Sikkim,Gangtok,Block-3,2018,161,116,72.05,Semi-Critical
Sikkim,Gangtok,Block-1,2019,172,265,154.07,Over-Exploited
Sikkim,Gangtok,Block-2,2019,236,153,64.83,Safe
Sikkim,Gangtok,Block-3,2019,158,162,102.53,Over-Exploited
Sikkim,Gangtok,Block-1,2020,237,262,110.55,Over-Exploited
Sikkim,Gangtok,Block-2,2020,219,179,81.74,Semi-Critical
Sikkim,Gangtok,Block-3,2020,225,258,114.67,Over-Exploited
Sikkim,Gangtok,Block-1,2021,234,223,95.3,Critical
Sikkim,Gangtok,Block-2,2021,176,211,119.89,Over-Exploited
Sikkim,Gangtok,Block-3,2021,127,247,194.49,Over-Exploited
Sikkim,Gangtok,Block-1,2022,217,241,111.06,Over-Exploited
Sikkim,Gangtok,Block-2,2022,173,119,68.79,Safe
Sikkim,Gangtok,Block-3,2022,169,215,127.22,Over-Exploited
Tamil Nadu,Chennai,Block-1,2000,221,146,66.06,Safe
Tamil Nadu,Chennai,Block-2,2000,192,220,114.58,Over-Exploited
Tamil Nadu,Chennai,Block-3,2000,213,182,85.45,Semi-Critical
Tamil Nadu,Chennai,Block-1,2001,133,186,139.85,Over-Exploited
Tamil Nadu,Chennai,Block-2,2001,227,264,116.3,Over-Exploited
Tamil Nadu,Chennai,Block-3,2001,107,111,103.74,Over-Exploited
Tamil Nadu,Chennai,Block-1,2002,118,242,205.08,Over-Exploited
Tamil Nadu,Chennai,Block-2,2002,119,240,201.68,Over-Exploited
Tamil Nadu,Chennai,Block-3,2002,192,178,92.71,Critical
Tamil Nadu,Chennai,Block-1,2003,202,84,41.58,Safe
Tamil Nadu,Chennai,Block-2,2003,105,112,106.67,Over-Exploited
Tamil Nadu,Chennai,Block-3,2003,210,260,123.81,Over-Exploited
Tamil Nadu,Chennai,Block-1,2004,145,114,78.62,Semi-Critical
Tamil Nadu,Chennai,Block-2,2004,179,241,134.64,Over-Exploited
Tamil Nadu,Chennai,Block-3,2004,139,108,77.7,Semi-Critical
Tamil Nadu,Chennai,Block-1,2005,184,168,91.3,Critical
Tamil Nadu,Chennai,Block-2,2005,192,91,47.4,Safe
Tamil Nadu,Chennai,Block-3,2005,123,256,208.13,Over-Exploited
Tamil Nadu,Chennai,Block-1,2006,242,186,76.86,Semi-Critical
Tamil Nadu,Chennai,Block-2,2006,105,179,170.48,Over-Exploited
Tamil Nadu,Chennai,Block-3,2006,146,154,105.48,Over-Exploited
Tamil Nadu,Chennai,Block-1,2007,169,204,120.71,Over-Exploited
Tamil Nadu,Chennai,Block-2,2007,244,161,65.98,Safe
Tamil Nadu,Chennai,Block-3,2007,248,208,83.87,Semi-Critical
Tamil Nadu,Chennai,Block-1,2008,135,256,189.63,Over-Exploited
Tamil Nadu,Chennai,Block-2,2008,174,217,124.71,Over-Exploited
Tamil Nadu,Chennai,Block-3,2008,136,126,92.65,Critical
Tamil Nadu,Chennai,Block-1,2009,246,235,95.53,Critical
Tamil Nadu,Chennai,Block-2,2009,217,177,81.57,Semi-Critical
Tamil Nadu,Chennai,Block-3,2009,132,249,188.64,Over-Exploited
Tamil Nadu,Chennai,Block-1,2010,214,105,49.07,Safe
Tamil Nadu,Chennai,Block-2,2010,213,151,70.89,Semi-Critical
Tamil Nadu,Chennai,Block-3,2010,120,167,139.17,Over-Exploited
Tamil Nadu,Chennai,Block-1,2011,124,256,206.45,Over-Exploited
Tamil Nadu,Chennai,Block-2,2011,108,219,202.78,Over-Exploited
Tamil Nadu,Chennai,Block-3,2011,199,232,116.58,Over-Exploited
Tamil Nadu,Chennai,Block-1,2012,192,239,124.48,Over-Exploited
Tamil Nadu,Chennai,Block-2,2012,243,200,82.3,Semi-Critical
Tamil Nadu,Chennai,Block-3,2012,181,163,90.06,Critical
Tamil Nadu,Chennai,Block-1,2013,156,99,63.46,Safe
Tamil Nadu,Chennai,Block-2,2013,119,247,207.56,Over-Exploited
Tamil Nadu,Chennai,Block-3,2013,201,167,83.08,Semi-Critical
Tamil Nadu,Chennai,Block-1,2014,107,168,157.01,Over-Exploited
Tamil Nadu,Chennai,Block-2,2014,212,130,61.32,Safe
Tamil Nadu,Chennai,Block-3,2014,186,188,101.08,Over-Exploited
Tamil Nadu,Chennai,Block-1,2015,135,270,200.0,Over-Exploited
Tamil Nadu,Chennai,Block-2,2015,134,161,120.15,Over-Exploited
Tamil Nadu,Chennai,Block-3,2015,162,151,93.21,Critical
Tamil Nadu,Chennai,Block-1,2016,117,135,115.38,Over-Exploited
Tamil Nadu,Chennai,Block-2,2016,228,235,103.07,Over-Exploited
Tamil Nadu,Chennai,Block-3,2016,245,204,83.27,Semi-Critical
Tamil Nadu,Chennai,Block-1,2017,137,217,158.39,Over-Exploited
Tamil Nadu,Chennai,Block-2,2017,204,108,52.94,Safe
Tamil Nadu,Chennai,Block-3,2017,244,100,40.98,Safe
Tamil Nadu,Chennai,Block-1,2018,180,106,58.89,Safe
Tamil Nadu,Chennai,Block-2,2018,129,154,119.38,Over-Exploited
Tamil Nadu,Chennai,Block-3,2018,124,241,194.35,Over-Exploited
Tamil Nadu,Chennai,Block-1,2019,108,161,149.07,Over-Exploited
Tamil Nadu,Chennai,Block-2,2019,208,215,103.37,Over-Exploited
Tamil Nadu,Chennai,Block-3,2019,148,150,101.35,Over-Exploited
Tamil Nadu,Chennai,Block-1,2020,185,250,135.14,Over-Exploited
Tamil Nadu,Chennai,Block-2,2020,119,213,178.99,Over-Exploited
Tamil Nadu,Chennai,Block-3,2020,141,141,100.0,Critical
Tamil Nadu,Chennai,Block-1,2021,229,165,72.05,Semi-Critical
Tamil Nadu,Chennai,Block-2,2021,182,159,87.36,Semi-Critical
Tamil Nadu,Chennai,Block-3,2021,124,165,133.06,Over-Exploited
Tamil Nadu,Chennai,Block-1,2022,250,100,40.0,Safe
Tamil Nadu,Chennai,Block-2,2022,101,185,183.17,Over-Exploited
Tamil Nadu,Chennai,Block-3,2022,128,137,107.03,Over-Exploited
Tamil Nadu,Coimbatore,Block-1,2000,107,212,198.13,Over-Exploited
Tamil Nadu,Coimbatore,Block-2,2000,180,215,119.44,Over-Exploited
Tamil Nadu,Coimbatore,Block-3,2000,179,88,49.16,Safe
Tamil Nadu,Coimbatore,Block-1,2001,225,148,65.78,Safe
Tamil Nadu,Coimbatore,Block-2,2001,179,233,130.17,Over-Exploited
Tamil Nadu,Coimbatore,Block-3,2001,141,256,181.56,Over-Exploited
Tamil Nadu,Coimbatore,Block-1,2002,119,261,219.33,Over-Exploited
Tamil Nadu,Coimbatore,Block-2,2002,214,144,67.29,Safe
Tamil Nadu,Coimbatore,Block-3,2002,118,94,79.66,Semi-Critical
Tamil Nadu,Coimbatore,Block-1,2003,233,228,97.85,Critical
Tamil Nadu,Coimbatore,Block-2,2003,191,238,124.61,Over-Exploited
Tamil Nadu,Coimbatore,Block-3,2003,100,171,171.0,Over-Exploited
Tamil Nadu,Coimbatore,Block-1,2004,149,159,106.71,Over-Exploited
Tamil Nadu,Coimbatore,Block-2,2004,216,158,73.15,Semi-Critical
Tamil Nadu,Coimbatore,Block-3,2004,131,122,93.13,Critical
Tamil Nadu,Coimbatore,Block-1,2005,178,129,72.47,Semi-Critical
Tamil Nadu,Coimbatore,Block-2,2005,191,219,114.66,Over-Exploited
Tamil Nadu,Coimbatore,Block-3,2005,215,121,56.28,Safe
Tamil Nadu,Coimbatore,Block-1,2006,180,231,128.33,Over-Exploited
Tamil Nadu,Coimbatore,Block-2,2006,244,154,63.11,Safe
Tamil Nadu,Coimbatore,Block-3,2006,230,245,106.52,Over-Exploited
Tamil Nadu,Coimbatore,Block-1,2007,102,151,148.04,Over-Exploited
Tamil Nadu,Coimbatore,Block-2,2007,216,248,114.81,Over-Exploited
Tamil Nadu,Coimbatore,Block-3,2007,103,250,242.72,Over-Exploited
Tamil Nadu,Coimbatore,Block-1,2008,186,101,54.3,Safe
Tamil Nadu,Coimbatore,Block-2,2008,134,220,164.18,Over-Exploited
Tamil Nadu,Coimbatore,Block-3,2008,149,96,64.43,Safe
Tamil Nadu,Coimbatore,Block-1,2009,140,84,60.0,Safe
Tamil Nadu,Coimbatore,Block-2,2009,209,120,57.42,Safe
Tamil Nadu,Coimbatore,Block-3,2009,183,184,100.55,Over-Exploited
Tamil Nadu,Coimbatore,Block-1,2010,213,250,117.37,Over-Exploited
Tamil Nadu,Coimbatore,Block-2,2010,238,154,64.71,Safe
Tamil Nadu,Coimbatore,Block-3,2010,159,102,64.15,Safe
Tamil Nadu,Coimbatore,Block-1,2011,245,193,78.78,Semi-Critical
Tamil Nadu,Coimbatore,Block-2,2011,206,100,48.54,Safe
Tamil Nadu,Coimbatore,Block-3,2011,243,186,76.54,Semi-Critical
Tamil Nadu,Coimbatore,Block-1,2012,173,204,117.92,Over-Exploited
Tamil Nadu,Coimbatore,Block-2,2012,143,138,96.5,Critical
Tamil Nadu,Coimbatore,Block-3,2012,161,148,91.93,Critical
Tamil Nadu,Coimbatore,Block-1,2013,194,182,93.81,Critical
Tamil Nadu,Coimbatore,Block-2,2013,147,187,127.21,Over-Exploited
Tamil Nadu,Coimbatore,Block-3,2013,120,121,100.83,Over-Exploited
Tamil Nadu,Coimbatore,Block-1,2014,192,231,120.31,Over-Exploited
Tamil Nadu,Coimbatore,Block-2,2014,216,92,42.59,Safe
Tamil Nadu,Coimbatore,Block-3,2014,239,103,43.1,Safe
Tamil Nadu,Coimbatore,Block-1,2015,125,269,215.2,Over-Exploited
Tamil Nadu,Coimbatore,Block-2,2015,187,211,112.83,Over-Exploited
Tamil Nadu,Coimbatore,Block-3,2015,144,132,91.67,Critical
Tamil Nadu,Coimbatore,Block-1,2016,167,270,161.68,Over-Exploited
Tamil Nadu,Coimbatore,Block-2,2016,217,125,57.6,Safe
Tamil Nadu,Coimbatore,Block-3,2016,168,129,76.79,Semi-Critical
Tamil Nadu,Coimbatore,Block-1,2017,174,123,70.69,Semi-Critical
Tamil Nadu,Coimbatore,Block-2,2017,230,165,71.74,Semi-Critical
Tamil Nadu,Coimbatore,Block-3,2017,135,210,155.56,Over-Exploited
Tamil Nadu,Coimbatore,Block-1,2018,248,249,100.4,Over-Exploited
Tamil Nadu,Coimbatore,Block-2,2018,203,139,68.47,Safe
Tamil Nadu,Coimbatore,Block-3,2018,126,181,143.65,Over-Exploited
Tamil Nadu,Coimbatore,Block-1,2019,170,239,140.59,Over-Exploited
Tamil Nadu,Coimbatore,Block-2,2019,115,119,103.48,Over-Exploited
Tamil Nadu,Coimbatore,Block-3,2019,184,133,72.28,Semi-Critical
Tamil Nadu,Coimbatore,Block-1,2020,170,150,88.24,Semi-Critical
Tamil Nadu,Coimbatore,Block-2,2020,146,141,96.58,Critical
Tamil Nadu,Coimbatore,Block-3,2020,135,182,134.81,Over-Exploited
Tamil Nadu,Coimbatore,Block-1,2021,173,111,64.16,Safe
Tamil Nadu,Coimbatore,Block-2,2021,195,220,112.82,Over-Exploited
Tamil Nadu,Coimbatore,Block-3,2021,200,248,124.0,Over-Exploited
Tamil Nadu,Coimbatore,Block-1,2022,152,91,59.87,Safe
Tamil Nadu,Coimbatore,Block-2,2022,222,224,100.9,Over-Exploited
Tamil Nadu,Coimbatore,Block-3,2022,245,82,33.47,Safe
Tamil Nadu,Madurai,Block-1,2000,115,243,211.3,Over-Exploited
Tamil Nadu,Madurai,Block-2,2000,214,179,83.64,Semi-Critical
Tamil Nadu,Madurai,Block-3,2000,147,192,130.61,Over-Exploited
Tamil Nadu,Madurai,Block-1,2001,237,128,54.01,Safe
Tamil Nadu,Madurai,Block-2,2001,178,96,53.93,Safe
Tamil Nadu,Madurai,Block-3,2001,102,220,215.69,Over-Exploited
Tamil Nadu,Madurai,Block-1,2002,114,270,236.84,Over-Exploited
Tamil Nadu,Madurai,Block-2,2002,222,103,46.4,Safe
Tamil Nadu,Madurai,Block-3,2002,117,215,183.76,Over-Exploited
Tamil Nadu,Madurai,Block-1,2003,188,83,44.15,Safe
Tamil Nadu,Madurai,Block-2,2003,203,218,107.39,Over-Exploited
Tamil Nadu,Madurai,Block-3,2003,185,233,125.95,Over-Exploited
Tamil Nadu,Madurai,Block-1,2004,248,249,100.4,Over-Exploited
Tamil Nadu,Madurai,Block-2,2004,225,105,46.67,Safe
Tamil Nadu,Madurai,Block-3,2004,240,158,65.83,Safe
Tamil Nadu,Madurai,Block-1,2005,152,203,133.55,Over-Exploited
Tamil Nadu,Madurai,Block-2,2005,112,112,100.0,Critical
Tamil Nadu,Madurai,Block-3,2005,246,269,109.35,Over-Exploited
Tamil Nadu,Madurai,Block-1,2006,126,168,133.33,Over-Exploited
Tamil Nadu,Madurai,Block-2,2006,114,190,166.67,Over-Exploited
Tamil Nadu,Madurai,Block-3,2006,221,147,66.52,Safe
Tamil Nadu,Madurai,Block-1,2007,241,92,38.17,Safe
Tamil Nadu,Madurai,Block-2,2007,191,168,87.96,Semi-Critical
Tamil Nadu,Madurai,Block-3,2007,157,114,72.61,Semi-Critical
Tamil Nadu,Madurai,Block-1,2008,236,162,68.64,Safe
Tamil Nadu,Madurai,Block-2,2008,173,95,54.91,Safe
Tamil Nadu,Madurai,Block-3,2008,126,164,130.16,Over-Exploited
Tamil Nadu,Madurai,Block-1,2009,180,80,44.44,Safe
Tamil Nadu,Madurai,Block-2,2009,186,86,46.24,Safe
Tamil Nadu,Madurai,Block-3,2009,164,212,129.27,Over-Exploited
Tamil Nadu,Madurai,Block-1,2010,219,258,117.81,Over-Exploited
Tamil Nadu,Madurai,Block-2,2010,218,211,96.79,Critical
Tamil Nadu,Madurai,Block-3,2010,156,111,71.15,Semi-Critical
Tamil Nadu,Madurai,Block-1,2011,221,206,93.21,Critical
Tamil Nadu,Madurai,Block-2,2011,215,163,75.81,Semi-Critical
Tamil Nadu,Madurai,Block-3,2011,193,183,94.82,Critical
Tamil Nadu,Madurai,Block-1,2012,142,226,159.15,Over-Exploited
Tamil Nadu,Madurai,Block-2,2012,208,104,50.0,Safe
Tamil Nadu,Madurai,Block-3,2012,123,103,83.74,Semi-Critical
Tamil Nadu,Madurai,Block-1,2013,231,253,109.52,Over-Exploited
Tamil Nadu,Madurai,Block-2,2013,187,146,78.07,Semi-Critical
Tamil Nadu,Madurai,Block-3,2013,238,125,52.52,Safe
Tamil Nadu,Madurai,Block-1,2014,162,238,146.91,Over-Exploited
Tamil Nadu,Madurai,Block-2,2014,221,84,38.01,Safe
Tamil Nadu,Madurai,Block-3,2014,124,187,150.81,Over-Exploited
Tamil Nadu,Madurai,Block-1,2015,217,130,59.91,Safe
Tamil Nadu,Madurai,Block-2,2015,208,222,106.73,Over-Exploited
Tamil Nadu,Madurai,Block-3,2015,180,226,125.56,Over-Exploited
Tamil Nadu,Madurai,Block-1,2016,143,84,58.74,Safe
Tamil Nadu,Madurai,Block-2,2016,245,211,86.12,Semi-Critical
Tamil Nadu,Madurai,Block-3,2016,127,255,200.79,Over-Exploited
Tamil Nadu,Madurai,Block-1,2017,110,181,164.55,Over-Exploited
Tamil Nadu,Madurai,Block-2,2017,248,259,104.44,Over-Exploited
Tamil Nadu,Madurai,Block-3,2017,112,140,125.0,Over-Exploited
Tamil Nadu,Madurai,Block-1,2018,185,100,54.05,Safe
Tamil Nadu,Madurai,Block-2,2018,234,231,98.72,Critical
Tamil Nadu,Madurai,Block-3,2018,142,101,71.13,Semi-Critical
Tamil Nadu,Madurai,Block-1,2019,168,185,110.12,Over-Exploited
Tamil Nadu,Madurai,Block-2,2019,245,168,68.57,Safe
Tamil Nadu,Madurai,Block-3,2019,113,185,163.72,Over-Exploited
Tamil Nadu,Madurai,Block-1,2020,224,89,39.73,Safe
Tamil Nadu,Madurai,Block-2,2020,124,129,104.03,Over-Exploited
Tamil Nadu,Madurai,Block-3,2020,207,116,56.04,Safe
Tamil Nadu,Madurai,Block-1,2021,169,262,155.03,Over-Exploited
Tamil Nadu,Madurai,Block-2,2021,232,83,35.78,Safe
Tamil Nadu,Madurai,Block-3,2021,129,112,86.82,Semi-Critical
Tamil Nadu,Madurai,Block-1,2022,246,238,96.75,Critical
Tamil Nadu,Madurai,Block-2,2022,117,210,179.49,Over-Exploited
Tamil Nadu,Madurai,Block-3,2022,236,159,67.37,Safe
Telangana,Hyderabad,Block-1,2000,183,195,106.56,Over-Exploited
Telangana,Hyderabad,Block-2,2000,167,90,53.89,Safe
Telangana,Hyderabad,Block-3,2000,223,94,42.15,Safe
Telangana,Hyderabad,Block-1,2001,132,96,72.73,Semi-Critical
Telangana,Hyderabad,Block-2,2001,147,241,163.95,Over-Exploited
Telangana,Hyderabad,Block-3,2001,203,194,95.57,Critical
Telangana,Hyderabad,Block-1,2002,168,119,70.83,Semi-Critical
Telangana,Hyderabad,Block-2,2002,202,223,110.4,Over-Exploited
Telangana,Hyderabad,Block-3,2002,115,210,182.61,Over-Exploited
Telangana,Hyderabad,Block-1,2003,217,179,82.49,Semi-Critical
Telangana,Hyderabad,Block-2,2003,186,95,51.08,Safe
Telangana,Hyderabad,Block-3,2003,239,159,66.53,Safe
Telangana,Hyderabad,Block-1,2004,226,109,48.23,Safe
Telangana,Hyderabad,Block-2,2004,189,239,126.46,Over-Exploited
Telangana,Hyderabad,Block-3,2004,167,196,117.37,Over-Exploited
Telangana,Hyderabad,Block-1,2005,151,93,61.59,Safe
Telangana,Hyderabad,Block-2,2005,247,217,87.85,Semi-Critical
Telangana,Hyderabad,Block-3,2005,158,117,74.05,Semi-Critical
Telangana,Hyderabad,Block-1,2006,223,153,68.61,Safe
Telangana,Hyderabad,Block-2,2006,159,150,94.34,Critical
Telangana,Hyderabad,Block-3,2006,180,229,127.22,Over-Exploited
Telangana,Hyderabad,Block-1,2007,248,185,74.6,Semi-Critical
Telangana,Hyderabad,Block-2,2007,125,159,127.2,Over-Exploited
Telangana,Hyderabad,Block-3,2007,230,135,58.7,Safe
Telangana,Hyderabad,Block-1,2008,160,144,90.0,Critical
Telangana,Hyderabad,Block-2,2008,228,194,85.09,Semi-Critical
Telangana,Hyderabad,Block-3,2008,232,111,47.84,Safe
Telangana,Hyderabad,Block-1,2009,101,236,233.66,Over-Exploited
Telangana,Hyderabad,Block-2,2009,100,146,146.0,Over-Exploited
Telangana,Hyderabad,Block-3,2009,216,238,110.19,Over-Exploited
Telangana,Hyderabad,Block-1,2010,198,170,85.86,Semi-Critical
Telangana,Hyderabad,Block-2,2010,143,267,186.71,Over-Exploited
Telangana,Hyderabad,Block-3,2010,193,263,136.27,Over-Exploited
Telangana,Hyderabad,Block-1,2011,184,198,107.61,Over-Exploited
Telangana,Hyderabad,Block-2,2011,167,165,98.8,Critical
Telangana,Hyderabad,Block-3,2011,194,137,70.62,Semi-Critical
Telangana,Hyderabad,Block-1,2012,153,177,115.69,Over-Exploited
Telangana,Hyderabad,Block-2,2012,177,192,108.47,Over-Exploited
Telangana,Hyderabad,Block-3,2012,104,97,93.27,Critical
Telangana,Hyderabad,Block-1,2013,216,125,57.87,Safe
Telangana,Hyderabad,Block-2,2013,225,266,118.22,Over-Exploited
Telangana,Hyderabad,Block-3,2013,133,98,73.68,Semi-Critical
Telangana,Hyderabad,Block-1,2014,154,90,58.44,Safe
Telangana,Hyderabad,Block-2,2014,136,90,66.18,Safe
Telangana,Hyderabad,Block-3,2014,145,160,110.34,Over-Exploited
Telangana,Hyderabad,Block-1,2015,220,247,112.27,Over-Exploited
Telangana,Hyderabad,Block-2,2015,169,210,124.26,Over-Exploited
Telangana,Hyderabad,Block-3,2015,130,82,63.08,Safe
Telangana,Hyderabad,Block-1,2016,170,185,108.82,Over-Exploited
Telangana,Hyderabad,Block-2,2016,193,254,131.61,Over-Exploited
Telangana,Hyderabad,Block-3,2016,139,139,100.0,Critical
Telangana,Hyderabad,Block-1,2017,247,230,93.12,Critical
Telangana,Hyderabad,Block-2,2017,137,219,159.85,Over-Exploited
Telangana,Hyderabad,Block-3,2017,217,193,88.94,Semi-Critical
Telangana,Hyderabad,Block-1,2018,153,108,70.59,Semi-Critical
Telangana,Hyderabad,Block-2,2018,219,123,56.16,Safe
Telangana,Hyderabad,Block-3,2018,163,242,148.47,Over-Exploited
Telangana,Hyderabad,Block-1,2019,215,99,46.05,Safe
Telangana,Hyderabad,Block-2,2019,216,179,82.87,Semi-Critical
Telangana,Hyderabad,Block-3,2019,100,253,253.0,Over-Exploited
Telangana,Hyderabad,Block-1,2020,249,151,60.64,Safe
Telangana,Hyderabad,Block-2,2020,145,177,122.07,Over-Exploited
Telangana,Hyderabad,Block-3,2020,241,88,36.51,Safe
Telangana,Hyderabad,Block-1,2021,205,165,80.49,Semi-Critical
Telangana,Hyderabad,Block-2,2021,150,167,111.33,Over-Exploited
Telangana,Hyderabad,Block-3,2021,169,198,117.16,Over-Exploited
Telangana,Hyderabad,Block-1,2022,171,158,92.4,Critical
Telangana,Hyderabad,Block-2,2022,101,96,95.05,Critical
Telangana,Hyderabad,Block-3,2022,166,192,115.66,Over-Exploited
Telangana,Warangal,Block-1,2000,181,167,92.27,Critical
Telangana,Warangal,Block-2,2000,171,112,65.5,Safe
Telangana,Warangal,Block-3,2000,190,249,131.05,Over-Exploited
Telangana,Warangal,Block-1,2001,200,192,96.0,Critical
Telangana,Warangal,Block-2,2001,147,162,110.2,Over-Exploited
Telangana,Warangal,Block-3,2001,135,112,82.96,Semi-Critical
Telangana,Warangal,Block-1,2002,157,267,170.06,Over-Exploited
Telangana,Warangal,Block-2,2002,248,120,48.39,Safe
Telangana,Warangal,Block-3,2002,165,145,87.88,Semi-Critical
Telangana,Warangal,Block-1,2003,172,93,54.07,Safe
Telangana,Warangal,Block-2,2003,165,143,86.67,Semi-Critical
